scorer,,,X,X,X,X,X,X,X,X
bodyparts,,,NOSE,NOSE,HEAD,HEAD,TAIL,TAIL,objectA,objectA
coords,,,x,y,x,y,x,y,x,y
labeled-data,2_D3,img00215.png,172.9532427614899,449.9518316557336,157.42182524687126,459.23280065837156,101.3571961697113,463.2103588023592,,
labeled-data,2_D3,img00795.png,23.006691372457503,351.53353308945464,21.302023596462767,336.38093063616816,28.31010223110777,281.6421542736708,,
labeled-data,2_D3,img01494.png,79.45013551094962,449.4572264438185,62.78227281233449,448.131373729156,22.62787631112534,459.49582556912077,,
labeled-data,2_D3,img03427.png,31.719437783097227,456.0864900171314,43.65211221506032,450.7830791584811,83.42769365493731,446.4267059531613,,
labeled-data,2_D3,img03630.png,28.31010223110777,389.4150392226709,33.61351308975804,406.082901921286,30.01477000710249,440.55507250251276,,
labeled-data,2_D3,img04245.png,183.05605478529588,389.9832618146692,168.85048998533983,391.87733712133,112.78586090817987,392.44555971332824,,
labeled-data,2_D3,img04554.png,64.29753305766314,435.6304767051946,78.88191291895137,435.2516616438625,117.71045670549796,443.01737040117183,,
labeled-data,2_D3,img05695.png,202.79816763997454,427.9175802837042,188.509356935466,435.1388071988859,146.7184267029249,428.68579591297885,,
labeled-data,2_D3,img06770.png,35.94507594672733,113.01320437481832,42.71649000895509,98.53638810384867,72.37061366078,58.84189187699639,,
labeled-data,2_D3,img07320.png,55.72560062095221,444.0550440355853,46.226567118494955,451.5391310375213,17.153767610974285,457.0082715389361,,
labeled-data,2_D3,img08300.png,430.1907694754694,277.3100202583714,418.4805905004355,281.92312106671807,389.48961899779346,309.16552920139725,,
labeled-data,2_D3,img08995.png,276.09432455854267,47.81556700440625,294.46744943319015,41.69119204619044,323.7769581617944,40.81628133787389,,
labeled-data,2_D3,img10098.png,438.459356828517,445.6729264826609,438.37080813430464,431.4098105124869,437.1416631274652,383.3195121198936,,
labeled-data,2_D3,img10338.png,434.0688006103666,343.9868719010314,437.44894937917513,360.426686367509,427.0012168210398,404.9831928654388,,
labeled-data,2_D3,img11825.png,19.559485434669007,362.3940573358689,28.317143608400045,354.09732853970263,58.2775531501115,311.384539552032,,
labeled-data,2_D3,img12734.png,44.57513595959264,425.35306794699477,35.38857352226893,439.3516392800595,9.141252272772533,446.78838030075013,,
labeled-data,2_D3,img13035.png,25.764555730786924,471.28588013361343,32.76384139731928,462.97422840460627,57.26134123018255,441.1014606966926,,
labeled-data,2_D3,img15727.png,426.42503634381944,446.57512974283816,433.95354951071107,438.4320440725269,428.8833263574984,402.63319574832803,,
labeled-data,2_D3,img16377.png,365.81184352389,24.472689015363898,376.17442552657064,25.911936515736215,407.83787053476146,37.13806701864024,,
labeled-data,2_D3,img17120.png,73.1832233237837,62.61011259486586,54.73695743012882,61.90962148498024,36.29069153647394,41.82887633492557,,
