scorer,,,X,X,X,X,X,X,X,X
bodyparts,,,NOSE,NOSE,HEAD,HEAD,TAIL,TAIL,objectA,objectA
coords,,,x,y,x,y,x,y,x,y
labeled-data,7_D3,img02670.png,435.4981818724349,66.0406674035152,427.79277966369295,78.18251330819943,407.0115434037526,125.5824117437936,,
labeled-data,7_D3,img03464.png,35.099527061699916,98.40073197455206,43.0773281660812,89.0932973527739,80.30706665319377,71.14324486791605,,
labeled-data,7_D3,img06655.png,422.0228806241913,316.46062882763994,424.68214765898506,299.840209860179,436.64884931555696,254.63267026868516,,
labeled-data,7_D3,img06904.png,249.17052336259727,361.6681684191338,259.1427747430738,361.0033516604354,295.0428797127895,376.95895386919796,,
labeled-data,7_D3,img06911.png,222.5439873393832,392.3522122108245,235.20936534265954,380.838232207846,272.34195085226514,350.90188420010196,,
labeled-data,7_D3,img07464.png,436.2711134997266,147.3924818512913,437.4385986828693,132.91566558032167,419.92632093572865,93.68816342672649,,
labeled-data,7_D3,img07946.png,179.93174405161506,444.87375417783966,188.44823785163968,435.6475525611463,229.9661451267597,426.7762048527873,,
labeled-data,7_D3,img09330.png,119.39711707103012,266.61559885268576,108.3048835974283,277.83246416306963,78.89177011686613,316.46833356550303,,
labeled-data,7_D3,img11144.png,72.16438227302228,293.81008785595895,58.18285782022361,303.18231853310976,39.34746740745721,343.8183178148878,,
labeled-data,7_D3,img11312.png,82.63964422424903,347.72171080656574,84.05905985758648,361.5610132316057,123.09298977436598,380.0134164649924,,
labeled-data,7_D3,img11781.png,402.0081617251723,334.59211619819445,408.3955320751908,320.39795986482005,414.0731946085405,274.2669517813534,,
labeled-data,7_D3,img12467.png,477.54493839547547,201.19072497266862,469.773001893465,184.4954539683498,457.1076238901887,144.4843734579996,,
labeled-data,7_D3,img12724.png,218.50901804410472,449.53512472814924,234.62031357147416,455.1390536072343,274.08131276169786,453.5045743508345,,
labeled-data,7_D3,img13164.png,227.84889950924642,469.38237284157543,240.9247335604448,463.54494692586184,286.9236497762677,456.7735328636341,,
labeled-data,7_D3,img14340.png,459.34130194167057,346.54074194568767,461.67627230795597,331.596931601461,456.77283453875657,283.26304501935266,,
labeled-data,7_D3,img14996.png,93.0835370021443,437.2937461511134,73.9367799986038,439.1617224441417,50.12008226249244,421.8829417336294,,
labeled-data,7_D3,img15503.png,224.77029865747267,66.08473490988636,210.52697942313154,57.211847518001726,166.39603950033697,41.10055199063228,,
labeled-data,7_D3,img16022.png,238.30887861535496,445.5185759555293,253.18236065673625,455.5800491011695,289.4911550518729,463.89170083017666,,
labeled-data,7_D3,img16366.png,228.2474054697147,399.5857637689106,243.55834286525425,410.0846922687091,271.992940885542,397.3984869981192,,
labeled-data,7_D3,img17564.png,77.32530828511052,139.73728339889647,68.57620120194507,155.92313150275257,62.45182624372924,189.16973841878132,,
