scorer,,,X,X,X,X,X,X,X,X
bodyparts,,,NOSE,NOSE,HEAD,HEAD,TAIL,TAIL,objectA,objectA
coords,,,x,y,x,y,x,y,x,y
labeled-data,2_D1,img00146.png,29.496442611781184,446.9694029209094,44.838452595733735,458.1444472302082,86.50810934227155,476.1381626434859,,
labeled-data,2_D1,img00959.png,39.724449267749556,468.18304635551044,48.43719567838928,459.2808924142047,93.89500303824872,468.9406764781748,,
labeled-data,2_D1,img02184.png,18.70021336381457,450.9469610648971,29.685850142447265,454.54570414755267,82.34114366761779,467.8042312941783,,
labeled-data,2_D1,img03020.png,14.91206275049295,461.93259784352983,24.57184681446308,470.0771216621713,72.87076713431372,481.8203885634683,,
labeled-data,2_D1,img04526.png,76.46951021696927,417.800643198333,90.48566748625925,426.1345745476405,141.62570076610112,458.33385476087426,,
labeled-data,2_D1,img04894.png,378.57953166199997,459.5713088705586,389.9491229752648,460.95409700325297,431.586410081951,470.9409001838235,,
labeled-data,2_D1,img05500.png,422.3678225306552,473.3991901975024,431.89369633366084,461.72231263252763,424.05789691505936,419.47045302242174,,
labeled-data,2_D1,img06031.png,448.4871539259933,462.33688513594734,441.57321326252145,455.57658759833043,417.91217188086216,420.8532411551161,,
labeled-data,2_D1,img06770.png,448.64079705184827,465.25610452719104,443.1096445210708,454.80837196905577,422.0605362789453,419.6240961482767,,
labeled-data,2_D1,img08549.png,443.41693077278063,471.5554726872432,444.0315032762004,460.49316762568816,440.6513545073919,423.61881742050485,,
labeled-data,2_D1,img09871.png,432.0473394595158,476.77933896631083,438.96128012298766,466.4852495340305,440.95864075910174,425.7698211824739,,
labeled-data,2_D1,img09918.png,375.04573976733656,469.25082579941926,393.17562861821835,464.9488182754812,442.03414264008626,448.5090038090036,,
labeled-data,2_D1,img11674.png,404.2379336797734,489.99264778983485,417.1439562515875,486.45885589517144,448.7944401777032,475.8574802111812,,
labeled-data,2_D1,img13389.png,402.85514554707896,479.85220148340943,417.29759937744245,477.24026834387564,451.09908706552716,475.5501939594714,,
labeled-data,2_D1,img14284.png,402.3942161695142,464.1806026462065,413.76380748277904,473.86011957506713,448.02622454842856,469.5581120511291,,
labeled-data,2_D1,img15284.png,403.4697180504987,474.1674058267771,419.7558893911214,477.7011977214405,445.5679345347497,466.63889265988547,,
labeled-data,2_D1,img15595.png,422.06053627894534,487.84164402786587,433.43012759221017,476.1647664628912,446.79707954158914,458.80309324128405,,
labeled-data,2_D1,img15876.png,401.6260005402396,474.47469207848695,414.9929524896185,473.39919019750243,445.2606482830398,464.7951751496263,,
labeled-data,2_D1,img16507.png,408.53994120371146,472.170045190663,423.75061066334956,469.71175517698407,449.40901268112293,456.0375169758953,,
labeled-data,2_D1,img17197.png,420.52410502039606,454.347442591491,424.8261125443341,468.02168079257984,450.79180081381736,447.5871450538741,,
