scorer,,,X,X,X,X,X,X,X,X
bodyparts,,,NOSE,NOSE,HEAD,HEAD,TAIL,TAIL,objectA,objectA
coords,,,x,y,x,y,x,y,x,y
labeled-data,1_D3,img01901.png,459.8612740088819,16.698089721003875,463.8911670099244,25.33357472323773,,,,
labeled-data,1_D3,img03120.png,441.7267555041908,41.453146727407606,456.69492950806284,30.80271522465251,477.1322440133496,10.077551219291243,,
labeled-data,1_D3,img03146.png,442.5903040044142,33.10551122524821,458.70987600858405,29.07561822420574,477.7079430134985,10.653250219440169,,
labeled-data,1_D3,img03851.png,435.3940665025526,26.772822223610042,451.80148800679694,25.33357472323773,465.61826401037115,8.638303718918932,,
labeled-data,1_D3,img05139.png,443.45385250463755,41.16529722733315,453.24073550716923,30.51486572457805,463.60331750984994,6.335507718323237,,
labeled-data,1_D3,img05467.png,432.8034210018825,38.86250122673745,451.22578900664803,25.909273723386654,458.4220265085096,6.047658218248776,,
labeled-data,1_D3,img06897.png,458.9977255086585,6.047658218248776,459.5734245088074,13.53174522018479,452.6650365070203,48.3615347291947,,
labeled-data,1_D3,img08979.png,30.734325467444933,479.75934447749205,29.829829111011463,468.5457676139994,51.66711457901174,437.306317569499,,
labeled-data,1_D3,img09810.png,22.669272378528717,96.14065744967527,19.596409861430104,82.00548987102167,27.739495531741426,46.9748571760975,,
labeled-data,1_D3,img10328.png,55.8561875631937,37.756269624801675,44.025666872364056,44.977496539983406,40.95280435526544,90.30221866718793,,
labeled-data,1_D3,img10759.png,390.62935605745866,164.7419685105934,389.49291087346217,150.72581124130343,359.1877059668892,119.66297621206616,,
labeled-data,1_D3,img11587.png,440.41896299306245,302.59964858005753,439.9815076389042,288.60107724699276,446.10588259712,235.6689793938418,,
labeled-data,1_D3,img11991.png,40.69957077551774,436.69513779294925,55.44931085759109,442.6872197012915,105.53696988629844,448.98658786134365,,
labeled-data,1_D3,img12281.png,66.97254529671088,421.791754585021,57.29302836785024,412.11223765616035,63.43875340204747,370.935879927039,,
labeled-data,1_D3,img12714.png,48.837231787939054,261.06686848282686,48.35156873261654,275.2590222105848,62.35350816121408,318.3863298738907,,
labeled-data,1_D3,img13355.png,471.74898068743175,148.05454252500505,464.1726794607886,137.82653586903666,441.63318331152493,91.04287579451469,,
labeled-data,1_D3,img14541.png,40.27546382028264,280.0133387405882,33.5453446340523,293.5982089498309,30.214821522435074,342.9603661662933,,
labeled-data,1_D3,img15983.png,388.9092354044732,471.7605792167881,397.53778503400247,474.99628532786153,437.9841114224208,472.29986356863367,,
labeled-data,1_D3,img17154.png,186.92749032850978,452.5621459511912,204.1266838044317,459.1676333006395,246.2522446367623,468.1411255489466,,
labeled-data,1_D3,img17594.png,469.4206405314957,282.0925543906925,460.57178011997064,273.3683258159495,453.64629578766284,227.04672940058398,,
