scorer,,,X,X,X,X,X,X,X,X
bodyparts,,,NOSE,NOSE,HEAD,HEAD,TAIL,TAIL,objectA,objectA
coords,,,x,y,x,y,x,y,x,y
labeled-data,1_D1,img00078.png,398.62082796256703,42.907834588302855,409.5951886841085,45.70979902784537,440.18330048244763,56.68415974938687,,
labeled-data,1_D1,img00825.png,350.51903846583565,43.63096055952727,338.05585478763135,46.12359729516813,309.35601107744554,49.644827647251965,,
labeled-data,1_D1,img01753.png,363.5273235752675,53.6142772699372,355.82192136652554,56.182744672851165,321.4978569821298,65.98962021124996,,
labeled-data,1_D1,img02096.png,321.73135401875834,47.54335431759508,319.86337772573,57.11673281936533,294.927445908599,77.3000910702435,,
labeled-data,1_D1,img02884.png,326.5908909167898,57.43847556510562,336.95347291947047,62.61976656644592,310.7591684126944,86.2234255725518,,
labeled-data,1_D1,img03262.png,290.55561440180463,70.19677880610192,301.1624361191051,63.18870017145693,332.9829012710067,50.11958055549735,,
labeled-data,1_D1,img03895.png,298.32132315911394,65.65099807011597,306.6552545084215,56.370029067478015,333.92993892433714,39.702166368862905,,
labeled-data,1_D1,img04008.png,296.80606291378524,65.08277547811775,305.13999426309283,57.12765919014234,333.92993892433714,39.702166368862905,,
labeled-data,1_D1,img04296.png,316.5044461030577,74.55315201142179,321.99726449237403,63.75692276345518,347.56728113229497,41.596241675523714,,
labeled-data,1_D1,img04970.png,342.07446274297865,42.922094390186274,333.3617163323389,47.84669018750438,289.98739180980635,53.90773116881897,,
labeled-data,1_D1,img06051.png,438.861710913346,36.67164587820561,445.11215942532664,48.225505248836555,406.47302316944615,57.506474251474515,,
labeled-data,1_D1,img06484.png,471.2503986572458,116.98043888062391,469.7351384119171,102.01724395800353,453.63549830530025,49.17254290216695,,
labeled-data,1_D1,img08127.png,484.1301107425393,73.98492941942355,477.69025469989253,65.4615905394499,451.93083052930547,46.71024500350789,,
labeled-data,1_D1,img08445.png,486.7818161718644,71.90144658209665,477.3114396385604,65.4615905394499,456.28720373462534,48.03609771817047,,
labeled-data,1_D1,img09978.png,455.9083886732932,86.10701138205273,460.26476187861306,73.22729929675923,491.3275969078503,67.92388843810896,,
labeled-data,1_D1,img11317.png,489.05470653985736,57.5064742514745,482.0466279052124,64.70396041678558,444.16512177199616,65.08277547811774,,
labeled-data,1_D1,img13213.png,451.5520154679733,89.89516199537435,465.9469877985955,76.63663484874868,442.0816389346693,50.11958055549735,,
labeled-data,1_D1,img14468.png,491.1381893771843,195.77397163771357,496.63100776650066,177.40144116310373,493.78989480650944,128.53429825125485,,
labeled-data,1_D1,img15292.png,493.9793023371755,47.84669018750438,494.54752492917373,61.29462486479612,454.5825359586307,67.92388843810896,,
labeled-data,1_D1,img16243.png,,,495.3051550518381,63.75692276345518,454.5825359586307,72.4696691740949,,
