scorer,,,X,X,X,X,X,X,X,X
bodyparts,,,NOSE,NOSE,HEAD,HEAD,TAIL,TAIL,objectA,objectA
coords,,,x,y,x,y,x,y,x,y
labeled-data,7_D1,img00054.png,,,92.46572459883197,470.3942035561647,80.53305016686888,461.8708646761904,38.86339342033106,438.1949233429282
labeled-data,7_D1,img00308.png,28.25657170303052,391.41126326840566,37.34813317500241,403.91216029236745,50.038437729629834,450.6958203668901,,
labeled-data,7_D1,img00719.png,41.70450638032227,429.86099199362076,43.21976662565092,442.9301116095804,65.00163265225022,473.61413157748666,,
labeled-data,7_D1,img01786.png,42.083321441654434,457.1356764095364,51.55369797495848,464.5225701055141,88.67757398551035,487.63028884677783,,
labeled-data,7_D1,img03568.png,39.24220848166322,404.48038288436584,40.189246134993624,419.82239286831833,20.4908629457212,452.77930320421547,,
labeled-data,7_D1,img05158.png,4.580630369770402,486.304436132111,15.755674679069179,476.26583700680925,11.399301473749317,435.7326254442677,,
labeled-data,7_D1,img05435.png,7.611150860427697,481.19043280412694,14.998044556404855,471.9094638014894,11.96752406574756,434.027957668273,,
labeled-data,7_D1,img07604.png,1.7395174097791872,466.4166454121724,8.558188513758102,456.1886387562043,23.521383436378496,416.41305731632804,,
labeled-data,7_D1,img09456.png,6.664113207097293,462.81790232951704,11.399301473749317,452.77930320421495,20.11204788438904,412.2460916416741,,
labeled-data,7_D1,img10981.png,106.67128939878803,328.7173706179369,98.52676558014656,343.30175047922467,75.04023177755252,392.3583009217385,,
labeled-data,7_D1,img11203.png,65.7828118707945,312.0031454629216,74.13314493519138,293.68226545596127,102.99416395526234,245.46397742940354,,
labeled-data,7_D1,img11569.png,217.02323807902866,283.97753426801023,217.02323807902866,267.85796226384036,228.8250675820816,226.11978475304338,,
labeled-data,7_D1,img12080.png,253.0044255883364,372.9230297910191,267.684750092134,373.21087929109353,316.907014604867,348.4558222846899,,
labeled-data,7_D1,img13052.png,103.89838454976504,470.50401031626166,108.79182605103091,456.11153531253854,154.55989656287036,424.73593980442223,,
labeled-data,7_D1,img13822.png,19.098122113735542,15.3533027203718,30.03640311656511,26.579433223275828,81.56146362989384,43.56255372766908,,
labeled-data,7_D1,img14658.png,130.49587864255238,125.59966124889077,116.96695213905267,123.58471474836954,96.24178813369139,161.00514975804964,,
labeled-data,7_D1,img14840.png,243.620732171816,108.04084174434858,229.22825716809288,107.46514274419967,201.59470516094453,80.98298873734916,,
labeled-data,7_D1,img15727.png,234.90507351159857,302.3808926805466,251.3124950158429,300.94164518017425,289.02077952559745,271.8688456726536,,
labeled-data,7_D1,img16746.png,363.40409068043266,89.3145717193609,372.6152746828155,74.34639771548886,345.55742167581604,47.00069520841497,,
labeled-data,7_D1,img17697.png,197.02707963739357,222.58889025383687,210.84385564096775,225.75523475465593,232.14471864647794,262.59997076418705,,
