scorer,,,X,X,X,X,X,X,X,X
bodyparts,,,NOSE,NOSE,HEAD,HEAD,TAIL,TAIL,objectA,objectA
coords,,,x,y,x,y,x,y,x,y
labeled-data,3_D3,img00347.png,29.595978360008157,399.3929909540551,33.913720861125086,413.78546595777823,60.10802536790115,457.53858996909645,,
labeled-data,3_D3,img00591.png,409.2355499249545,161.91360501593215,419.8859814277096,155.2930665142195,452.70082443619833,114.70628700372035,,
labeled-data,3_D3,img00821.png,26.004608277852782,470.721601628421,37.806437780905725,471.5851501286444,84.15020729289412,478.20568863035703,,
labeled-data,3_D3,img01964.png,249.37582033563538,375.15556760369964,246.2094758348163,364.792985601019,235.27119483198678,309.8137310867967,,
labeled-data,3_D3,img04325.png,40.684932781650346,295.99695508322253,34.352243780012174,309.5258815867222,35.79149128038449,360.7630925999765,,
labeled-data,3_D3,img04723.png,209.1670595242477,76.3873272020985,216.61899159926924,66.80627167707081,267.71795439941695,52.96696925203081,,
labeled-data,3_D3,img05192.png,446.20947029159964,87.742652268798,442.3060772999217,77.09703501876723,401.8527317498047,69.64510294374568,,
labeled-data,3_D3,img05568.png,425.27308969987246,81.35528191877954,426.3376514248755,70.70966466874876,401.8527317498047,67.16112558540517,,
labeled-data,3_D3,img05818.png,417.11144980818216,36.64368946865028,407.1755403748201,31.67573475196926,348.9794994079852,33.095150385306695,,
labeled-data,3_D3,img07068.png,338.6887360662888,76.03247329376414,326.62370318292056,78.1615967437703,278.00871774111334,83.12955146045134,,
labeled-data,3_D3,img07660.png,373.8192729913904,161.55226520234473,366.7221948247032,147.00325496063599,336.55961261628266,102.64651641884109,,
labeled-data,3_D3,img08556.png,261.34833484811486,398.57958404020354,271.8557014963993,392.74215812448995,323.6920436279358,382.4682885128341,,
labeled-data,3_D3,img10250.png,489.4245106019679,55.230886668842246,472.1457298914557,53.596407412442446,438.288659580317,71.10868515958316,,
labeled-data,3_D3,img11163.png,,,394.6247137307795,68.30672072004064,399.29465446335035,100.99630584803663,,
labeled-data,3_D3,img11673.png,424.97932849249,231.28765228676346,412.6039855511773,225.68372340767843,380.1478974598099,194.62861753608226,,
labeled-data,3_D3,img12982.png,,,325.19289664874924,463.3699063430964,295.07884398118284,444.0108724853751,,
labeled-data,3_D3,img13562.png,,,322.73460663507035,444.0108724853751,296.922561491442,439.2479355838723,,
labeled-data,3_D3,img15223.png,334.10419794833524,427.87834427060744,323.502822264345,430.6439205359962,311.82594469937027,399.6080091133002,,
labeled-data,3_D3,img15937.png,,,329.0339747951225,437.55786119946805,314.8988072164689,402.6808716303988,,
labeled-data,3_D3,img18000.png,409.3601422358491,61.562897188236164,421.4251751192173,69.72453707992642,444.84553306928495,115.14583734672439,,
