scorer,,,X,X,X,X,X,X,X,X
bodyparts,,,NOSE,NOSE,HEAD,HEAD,TAIL,TAIL,objectA,objectA
coords,,,x,y,x,y,x,y,x,y
labeled-data,4_D3,img00933.png,197.19803673499175,203.07610939429384,210.26715635095132,204.4019621089564,267.2788230814417,219.36515703157679,,
labeled-data,4_D3,img01137.png,284.2454469214662,96.12789449226021,271.493067475507,93.36231822687145,237.3842935357124,111.1849208260434,,
labeled-data,4_D3,img01442.png,132.17027732388092,108.19372423265473,146.60630401110393,115.63046525334535,171.97871455228375,137.06577760710076,,
labeled-data,4_D3,img03052.png,113.79715244923347,59.19872456692816,127.35826842813992,58.7612692127699,169.7914377814924,85.00859046226627,,
labeled-data,4_D3,img03313.png,436.76077033413884,42.84645757452289,419.93547236856307,34.620756346908045,366.46841438906654,31.255696753792883,,
labeled-data,4_D3,img04375.png,162.04602766289293,424.1711019767246,149.7945664695364,437.05485400174103,99.23528501829298,452.695940271097,,
labeled-data,4_D3,img04662.png,294.8397241951058,275.2682421521401,279.29585119108486,281.02523215362936,268.3575701882553,320.7484631639051,,
labeled-data,4_D3,img05931.png,398.4655442219122,389.2566441816271,418.3271597270501,384.65105218043567,451.4298522356132,357.3053496733618,,
labeled-data,4_D3,img07308.png,80.87038179509798,354.6155437631583,73.39847662298462,336.86976897938905,55.21324913015522,312.54629222593223,,
labeled-data,4_D3,img10640.png,,,424.83029496829226,470.3527726031889,451.71784199290505,450.225523116193,,
labeled-data,4_D3,img11073.png,432.051521883474,484.1806539301326,416.533566172126,485.25615581111714,445.264830706998,466.66533758267053,,
labeled-data,4_D3,img11480.png,389.8482571633938,206.4249786127713,374.0230152003359,211.9561311435488,348.3646131825625,244.2211875730842,,
labeled-data,4_D3,img12434.png,139.33328166964367,194.1427638901237,123.2557747247601,202.74236062808467,95.33824328558245,245.24181697076133,,
labeled-data,4_D3,img13131.png,205.51278700090853,191.0269679705726,189.18601638246088,193.51960470621347,148.68066942829688,209.22321614075088,,
labeled-data,4_D3,img13775.png,238.90274061204906,261.8344123274453,238.90274061204906,283.48050073584125,258.77455947877314,301.2231961525592,,
labeled-data,4_D3,img15183.png,178.577576195208,342.38624951934486,157.64119560348078,343.09595733601356,112.21989533668281,337.4182948026638,,
labeled-data,4_D3,img15464.png,290.3565573205311,331.03092445264537,281.84006352050653,348.41876596102895,288.227433870525,377.87164035278073,,
labeled-data,4_D3,img15759.png,6.492115948789461,16.029502399024267,8.712994961781646,29.52277945927121,21.59270704707515,69.29836089914821,,
labeled-data,4_D3,img16109.png,460.80508729673556,296.9081435886534,450.15067720514844,291.1711535393372,432.9397070571997,255.1100732293496,,
labeled-data,4_D3,img16371.png,411.1710936047002,291.82278375724115,431.03270910983804,292.97418175753904,457.16483114299683,278.2109825506176,,
