scorer,,,X,X,X,X,X,X,X,X
bodyparts,,,NOSE,NOSE,HEAD,HEAD,TAIL,TAIL,objectA,objectA
coords,,,x,y,x,y,x,y,x,y
labeled-data,1_D1,img00078.png,398.62082796256703,42.907834588302855,409.5951886841085,45.70979902784537,440.18330048244763,56.68415974938687,,
labeled-data,1_D1,img00825.png,350.51903846583565,43.63096055952727,338.05585478763135,46.12359729516813,309.35601107744554,49.644827647251965,,
labeled-data,1_D1,img01753.png,363.5273235752675,53.6142772699372,355.82192136652554,56.182744672851165,321.4978569821298,65.98962021124996,,
labeled-data,1_D1,img02096.png,321.73135401875834,47.54335431759508,319.86337772573,57.11673281936533,294.927445908599,77.3000910702435,,
labeled-data,1_D1,img02884.png,326.5908909167898,57.43847556510562,336.95347291947047,62.61976656644592,310.7591684126944,86.2234255725518,,
labeled-data,1_D1,img03262.png,290.55561440180463,70.19677880610192,301.1624361191051,63.18870017145693,332.9829012710067,50.11958055549735,,
labeled-data,1_D1,img03895.png,298.32132315911394,65.65099807011597,306.6552545084215,56.370029067478015,333.92993892433714,39.702166368862905,,
labeled-data,1_D1,img04008.png,296.80606291378524,65.08277547811775,305.13999426309283,57.12765919014234,333.92993892433714,39.702166368862905,,
labeled-data,1_D1,img04296.png,316.5044461030577,74.55315201142179,321.99726449237403,63.75692276345518,347.56728113229497,41.596241675523714,,
labeled-data,1_D1,img04970.png,342.07446274297865,42.922094390186274,333.3617163323389,47.84669018750438,289.98739180980635,53.90773116881897,,
labeled-data,1_D1,img06051.png,438.861710913346,36.67164587820561,445.11215942532664,48.225505248836555,406.47302316944615,57.506474251474515,,
labeled-data,1_D1,img06484.png,471.2503986572458,116.98043888062391,469.7351384119171,102.01724395800353,453.63549830530025,49.17254290216695,,
labeled-data,1_D1,img08127.png,484.1301107425393,73.98492941942355,477.69025469989253,65.4615905394499,451.93083052930547,46.71024500350789,,
labeled-data,1_D1,img08445.png,486.7818161718644,71.90144658209665,477.3114396385604,65.4615905394499,456.28720373462534,48.03609771817047,,
labeled-data,1_D1,img09978.png,455.9083886732932,86.10701138205273,460.26476187861306,73.22729929675923,491.3275969078503,67.92388843810896,,
labeled-data,1_D1,img11317.png,489.05470653985736,57.5064742514745,482.0466279052124,64.70396041678558,444.16512177199616,65.08277547811774,,
labeled-data,1_D1,img13213.png,451.5520154679733,89.89516199537435,465.9469877985955,76.63663484874868,442.0816389346693,50.11958055549735,,
labeled-data,1_D1,img14468.png,491.1381893771843,195.77397163771357,496.63100776650066,177.40144116310373,493.78989480650944,128.53429825125485,,
labeled-data,1_D1,img15292.png,493.9793023371755,47.84669018750438,494.54752492917373,61.29462486479612,454.5825359586307,67.92388843810896,,
labeled-data,1_D1,img16243.png,,,495.3051550518381,63.75692276345518,454.5825359586307,72.4696691740949,,
labeled-data,1_D3,img01901.png,459.8612740088819,16.698089721003875,463.8911670099244,25.33357472323773,,,,
labeled-data,1_D3,img03120.png,441.7267555041908,41.453146727407606,456.69492950806284,30.80271522465251,477.1322440133496,10.077551219291243,,
labeled-data,1_D3,img03146.png,442.5903040044142,33.10551122524821,458.70987600858405,29.07561822420574,477.7079430134985,10.653250219440169,,
labeled-data,1_D3,img03851.png,435.3940665025526,26.772822223610042,451.80148800679694,25.33357472323773,465.61826401037115,8.638303718918932,,
labeled-data,1_D3,img05139.png,443.45385250463755,41.16529722733315,453.24073550716923,30.51486572457805,463.60331750984994,6.335507718323237,,
labeled-data,1_D3,img05467.png,432.8034210018825,38.86250122673745,451.22578900664803,25.909273723386654,458.4220265085096,6.047658218248776,,
labeled-data,1_D3,img06897.png,458.9977255086585,6.047658218248776,459.5734245088074,13.53174522018479,452.6650365070203,48.3615347291947,,
labeled-data,1_D3,img08979.png,30.734325467444933,479.75934447749205,29.829829111011463,468.5457676139994,51.66711457901174,437.306317569499,,
labeled-data,1_D3,img09810.png,22.669272378528717,96.14065744967527,19.596409861430104,82.00548987102167,27.739495531741426,46.9748571760975,,
labeled-data,1_D3,img10328.png,55.8561875631937,37.756269624801675,44.025666872364056,44.977496539983406,40.95280435526544,90.30221866718793,,
labeled-data,1_D3,img10759.png,390.62935605745866,164.7419685105934,389.49291087346217,150.72581124130343,359.1877059668892,119.66297621206616,,
labeled-data,1_D3,img11587.png,440.41896299306245,302.59964858005753,439.9815076389042,288.60107724699276,446.10588259712,235.6689793938418,,
labeled-data,1_D3,img11991.png,40.69957077551774,436.69513779294925,55.44931085759109,442.6872197012915,105.53696988629844,448.98658786134365,,
labeled-data,1_D3,img12281.png,66.97254529671088,421.791754585021,57.29302836785024,412.11223765616035,63.43875340204747,370.935879927039,,
labeled-data,1_D3,img12714.png,48.837231787939054,261.06686848282686,48.35156873261654,275.2590222105848,62.35350816121408,318.3863298738907,,
labeled-data,1_D3,img13355.png,471.74898068743175,148.05454252500505,464.1726794607886,137.82653586903666,441.63318331152493,91.04287579451469,,
labeled-data,1_D3,img14541.png,40.27546382028264,280.0133387405882,33.5453446340523,293.5982089498309,30.214821522435074,342.9603661662933,,
labeled-data,1_D3,img15983.png,388.9092354044732,471.7605792167881,397.53778503400247,474.99628532786153,437.9841114224208,472.29986356863367,,
labeled-data,1_D3,img17154.png,186.92749032850978,452.5621459511912,204.1266838044317,459.1676333006395,246.2522446367623,468.1411255489466,,
labeled-data,1_D3,img17594.png,469.4206405314957,282.0925543906925,460.57178011997064,273.3683258159495,453.64629578766284,227.04672940058398,,
labeled-data,2_D1,img00146.png,29.496442611781184,446.9694029209094,44.838452595733735,458.1444472302082,86.50810934227155,476.1381626434859,,
labeled-data,2_D1,img00959.png,39.724449267749556,468.18304635551044,48.43719567838928,459.2808924142047,93.89500303824872,468.9406764781748,,
labeled-data,2_D1,img02184.png,18.70021336381457,450.9469610648971,29.685850142447265,454.54570414755267,82.34114366761779,467.8042312941783,,
labeled-data,2_D1,img03020.png,14.91206275049295,461.93259784352983,24.57184681446308,470.0771216621713,72.87076713431372,481.8203885634683,,
labeled-data,2_D1,img04526.png,76.46951021696927,417.800643198333,90.48566748625925,426.1345745476405,141.62570076610112,458.33385476087426,,
labeled-data,2_D1,img04894.png,378.57953166199997,459.5713088705586,389.9491229752648,460.95409700325297,431.586410081951,470.9409001838235,,
labeled-data,2_D1,img05500.png,422.3678225306552,473.3991901975024,431.89369633366084,461.72231263252763,424.05789691505936,419.47045302242174,,
labeled-data,2_D1,img06031.png,448.4871539259933,462.33688513594734,441.57321326252145,455.57658759833043,417.91217188086216,420.8532411551161,,
labeled-data,2_D1,img06770.png,448.64079705184827,465.25610452719104,443.1096445210708,454.80837196905577,422.0605362789453,419.6240961482767,,
labeled-data,2_D1,img08549.png,443.41693077278063,471.5554726872432,444.0315032762004,460.49316762568816,440.6513545073919,423.61881742050485,,
labeled-data,2_D1,img09871.png,432.0473394595158,476.77933896631083,438.96128012298766,466.4852495340305,440.95864075910174,425.7698211824739,,
labeled-data,2_D1,img09918.png,375.04573976733656,469.25082579941926,393.17562861821835,464.9488182754812,442.03414264008626,448.5090038090036,,
labeled-data,2_D1,img11674.png,404.2379336797734,489.99264778983485,417.1439562515875,486.45885589517144,448.7944401777032,475.8574802111812,,
labeled-data,2_D1,img13389.png,402.85514554707896,479.85220148340943,417.29759937744245,477.24026834387564,451.09908706552716,475.5501939594714,,
labeled-data,2_D1,img14284.png,402.3942161695142,464.1806026462065,413.76380748277904,473.86011957506713,448.02622454842856,469.5581120511291,,
labeled-data,2_D1,img15284.png,403.4697180504987,474.1674058267771,419.7558893911214,477.7011977214405,445.5679345347497,466.63889265988547,,
labeled-data,2_D1,img15595.png,422.06053627894534,487.84164402786587,433.43012759221017,476.1647664628912,446.79707954158914,458.80309324128405,,
labeled-data,2_D1,img15876.png,401.6260005402396,474.47469207848695,414.9929524896185,473.39919019750243,445.2606482830398,464.7951751496263,,
labeled-data,2_D1,img16507.png,408.53994120371146,472.170045190663,423.75061066334956,469.71175517698407,449.40901268112293,456.0375169758953,,
labeled-data,2_D1,img17197.png,420.52410502039606,454.347442591491,424.8261125443341,468.02168079257984,450.79180081381736,447.5871450538741,,
labeled-data,2_D3,img00215.png,172.9532427614899,449.9518316557336,157.42182524687126,459.23280065837156,101.3571961697113,463.2103588023592,,
labeled-data,2_D3,img00795.png,23.006691372457503,351.53353308945464,21.302023596462767,336.38093063616816,28.31010223110777,281.6421542736708,,
labeled-data,2_D3,img01494.png,79.45013551094962,449.4572264438185,62.78227281233449,448.131373729156,22.62787631112534,459.49582556912077,,
labeled-data,2_D3,img03427.png,31.719437783097227,456.0864900171314,43.65211221506032,450.7830791584811,83.42769365493731,446.4267059531613,,
labeled-data,2_D3,img03630.png,28.31010223110777,389.4150392226709,33.61351308975804,406.082901921286,30.01477000710249,440.55507250251276,,
labeled-data,2_D3,img04245.png,183.05605478529588,389.9832618146692,168.85048998533983,391.87733712133,112.78586090817987,392.44555971332824,,
labeled-data,2_D3,img04554.png,64.29753305766314,435.6304767051946,78.88191291895137,435.2516616438625,117.71045670549796,443.01737040117183,,
labeled-data,2_D3,img05695.png,202.79816763997454,427.9175802837042,188.509356935466,435.1388071988859,146.7184267029249,428.68579591297885,,
labeled-data,2_D3,img06770.png,35.94507594672733,113.01320437481832,42.71649000895509,98.53638810384867,72.37061366078,58.84189187699639,,
labeled-data,2_D3,img07320.png,55.72560062095221,444.0550440355853,46.226567118494955,451.5391310375213,17.153767610974285,457.0082715389361,,
labeled-data,2_D3,img08300.png,430.1907694754694,277.3100202583714,418.4805905004355,281.92312106671807,389.48961899779346,309.16552920139725,,
labeled-data,2_D3,img08995.png,276.09432455854267,47.81556700440625,294.46744943319015,41.69119204619044,323.7769581617944,40.81628133787389,,
labeled-data,2_D3,img10098.png,438.459356828517,445.6729264826609,438.37080813430464,431.4098105124869,437.1416631274652,383.3195121198936,,
labeled-data,2_D3,img10338.png,434.0688006103666,343.9868719010314,437.44894937917513,360.426686367509,427.0012168210398,404.9831928654388,,
labeled-data,2_D3,img11825.png,19.559485434669007,362.3940573358689,28.317143608400045,354.09732853970263,58.2775531501115,311.384539552032,,
